utility_type,given_flat_id,year_month,opening_reading,closing_reading,monthly_reading,opening_timestamp,closing_timestamp,computed_at
Diesel,Crystal1710-F,2026-02,36.34,36.37,0.03,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise1809,2026-02,259.52,268.1,8.58,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Argentum408-D,2026-02,17535.74,17598.92,63.18,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise706,2026-02,21358.46,21591.08,232.62,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Argentum206-D,2026-02,207.11,210.54,3.43,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Jade1209,2026-02,0,23977.22,23977.22,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine1110,2026-02,285468,289732,4264,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl909-E,2026-02,9908.49,10184.37,275.88,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl707-E,2026-02,28937.29,29191.31,254.02,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise606,2026-02,4,4,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal204-F,2026-02,819500,825425,5925,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst701,2026-02,88.89,94.53,5.64,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal1401,2026-02,388528,398103,9575,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Amethyst1309,2026-02,21237.18,21528.44,291.26,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise1409,2026-02,83.15,83.15,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine1708,2026-02,66.09,67.36,1.27,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine1109,2026-02,100.13,101.75,1.62,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Argentum403-D,2026-02,19939.38,20076.12,136.74,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal1106,2026-02,9117.52,9282.38,164.86,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal504,2026-02,8484.65,8658.91,174.26,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine701,2026-02,719194,734787,15593,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby206,2026-02,201677,217084,15407,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl905-E,2026-02,451.77,458.33,6.56,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal1906-F,2026-02,654110,670982,16872,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise806,2026-02,1158735,1163359,4624,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise810,2026-02,750042,764951,14909,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise1102,2026-02,315594,322034,6440,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise809,2026-02,416543,424430,7887,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal407-F,2026-02,89519,89879,360,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst601,2026-02,144.16,147.78,3.62,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal704,2026-02,59934,72701,12767,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal1806,2026-02,255273,261418,6145,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Gas,Platinum1201,2026-02,91585,91585,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Electricity,Amethyst1105,2026-02,23977.9,24192.34,214.44,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine209,2026-02,17947.65,0,-17947.65,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum1004,2026-02,300.9,302.57,1.67,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine109,2026-02,57.27,0,-57.27,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine208,2026-02,58.94,0,-58.94,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Argentum1209-D,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Jade1501,2026-02,13115.33,13238.93,123.6,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Jade304,2026-02,5,5,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine207,2026-02,329079,0,-329079,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine309,2026-02,473469,0,-473469,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst704,2026-02,962788,973294,10506,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst1204,2026-02,855359,869010,13651,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst1606,2026-02,272777,281060,8283,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl1503-E,2026-02,7.69,11.24,3.55,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl905-E,2026-02,39493.25,39915.56,422.31,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal905-F,2026-02,27214.05,27432.95,218.9,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal1708-F,2026-02,142693,142693,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal1205-F,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise801,2026-02,1714648,1726221,11573,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise1009,2026-02,236797,236797,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal1304,2026-02,74.95,77.99,3.04,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum1410-D,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal1903,2026-02,196206,203812,7606,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal210,2026-02,102653,113784,11131,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Amethyst805,2026-02,17141.93,17462.2,320.27,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby508,2026-02,69.42,75.12,5.7,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,RubyG01,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum909,2026-02,229.62,229.85,0.23,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal1903-F,2026-02,125.67,126.06,0.39,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,TurquoiseG04,2026-02,160.54,166.13,5.59,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Argentum610-D,2026-02,70.73,72.75,2.02,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Jade1901,2026-02,1043987,1043996,9,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine101,2026-02,848118,0,-848118,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst1806,2026-02,810874,810874,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl1602-E,2026-02,238.01,240.55,2.54,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl202-E,2026-02,8744.02,8839.64,95.62,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl1202-E,2026-02,24407.51,16.59,-24390.92,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal1605-F,2026-02,28503.58,28684.57,180.99,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,CrystalG06-F,2026-02,602076,602076,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal505-F,2026-02,200526,201606,1080,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise1808,2026-02,511309,511309,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,OpalG09,2026-02,64.58,68.57,3.99,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal1908,2026-02,34.34,39.07,4.73,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal1907-F,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal705,2026-02,615796,622239,6443,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal1403,2026-02,290822,290879,57,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal1309,2026-02,33407,33737,330,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine303,2026-02,11567.79,0,-11567.79,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby905,2026-02,523635,536829,13194,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby1305,2026-02,725890,737931,12041,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise1306,2026-02,268.86,278.07,9.21,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Argentum1901-D,2026-02,25870.48,26116,245.52,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise408,2026-02,11243.81,11280.76,36.95,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise510,2026-02,18713.33,18925,211.67,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise807,2026-02,14623.8,14796.92,173.12,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,TurquoiseG04,2026-02,12826.12,12943.74,117.62,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal1902,2026-02,579.97,818.38,238.41,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,OpalG09,2026-02,8871.98,9070.11,198.13,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Argentum406-D,2026-02,44.25,50.01,5.76,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine1702,2026-02,92148,97433,5285,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby1705,2026-02,38903,45777,6874,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl1408-E,2026-02,200.82,201.89,1.07,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl1701-E,2026-02,8185.61,8397.52,211.91,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl1907-E,2026-02,46659.26,206.02,-46453.24,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal405-F,2026-02,36429.67,36787.54,357.87,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal310-F,2026-02,4793.75,4912.05,118.3,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal709-F,2026-02,29487.99,29688.98,200.99,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise302,2026-02,689608,694433,4825,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Gas,Platinum804,2026-02,40442,40442,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Diesel,Ruby807,2026-02,7.38,14.52,7.14,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,AquamarineG07,2026-02,13890.92,0,-13890.92,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Ruby1504,2026-02,1066.85,1259.44,192.59,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum808,2026-02,444.86,446.77,1.91,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal510-F,2026-02,287.13,290.09,2.96,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine904,2026-02,40.56,44,3.44,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Pearl1310-E,2026-02,280734,299985,19251,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Pearl1504-E,2026-02,43823,53785,9962,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise507,2026-02,21110.09,21250.3,140.21,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise1201,2026-02,19179.3,19317.44,138.14,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal1708,2026-02,19829.75,20260.56,430.81,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Argentum204-D,2026-02,32.21,41.06,8.85,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Argentum1103-D,2026-02,310.35,311.55,1.2,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Argentum1709-D,2026-02,80.57,88.04,7.47,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Jade702,2026-02,218.81,220.51,1.7,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Jade1502,2026-02,16444.72,16445.21,0.49,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine809,2026-02,317012,317013,1,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst1203,2026-02,321061,327467,6406,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,RubyM 903,2026-02,665668,685299,19631,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl1807-E,2026-02,148.16,152.97,4.81,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl1708-E,2026-02,18223.36,18458.27,234.91,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl1808-E,2026-02,24255.96,24365.44,109.48,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal906-F,2026-02,48426.54,48685,258.46,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal1710-F,2026-02,36811,36811,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal1210-F,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise1809,2026-02,1336015,1350245,14230,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal610,2026-02,96.78,99.36,2.58,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal1202,2026-02,109.08,111.54,2.46,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum203-D,2026-02,64721,65257,536,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal404,2026-02,420098,432637,12539,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Amethyst1904,2026-02,10669.32,10918.17,248.85,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby1704,2026-02,27.51,28.46,0.95,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine510,2026-02,14921.24,15027.55,106.31,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine1407,2026-02,13249.55,13413.21,163.66,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine1007,2026-02,12123.74,12327.44,203.7,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise206,2026-02,268.07,276.69,8.62,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine201,2026-02,85.21,0,-85.21,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Argentum701-D,2026-02,45979.15,46090.16,111.01,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Pearl1309-E,2026-02,842723,848165,5442,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal1910,2026-02,1637.5,1674.02,36.52,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Jade1607,2026-02,139.44,146.85,7.41,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Jade802,2026-02,56.72,63.74,7.02,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,JadeG010,2026-02,196.28,196.83,0.55,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Jade508,2026-02,868583,876098,7515,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Jade1004,2026-02,959204,973408,14204,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine1707,2026-02,1438069,1459741,21672,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,AquamarineG05,2026-02,662659,0,-662659,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst1008,2026-02,1342719,1367322,24603,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst107,2026-02,388096,395203,7107,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby1307,2026-02,256253,266184,9931,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,PearlG10-E,2026-02,154.15,159.4,5.25,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl1105-E,2026-02,4625.71,4800.72,175.01,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal802-F,2026-02,24619.49,24815.25,195.76,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal1502-F,2026-02,24218.37,24453.93,235.56,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal208-F,2026-02,630825,647564,16739,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal1307-F,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise1101,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal601,2026-02,62.71,69.44,6.73,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal1409-F,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum1202-D,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Gas,Platinum601,2026-02,103188,103188,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Electricity,Amethyst501,2026-02,9814.05,10020.79,206.74,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby106,2026-02,55.7,60.22,4.52,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine1710,2026-02,15437.68,15701.48,263.8,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal205-F,2026-02,19.82,24.36,4.54,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise906,2026-02,189.02,192.37,3.35,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise1906,2026-02,316.06,326.37,10.31,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,ArgentumG02-D,2026-02,139.21,251.22,112.01,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Pearl1403-E,2026-02,563542,575931,12389,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal710,2026-02,9752.81,9910.64,157.83,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,JadeG001,2026-02,389.22,407.05,17.83,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Jade1106,2026-02,22564.71,22757.52,192.81,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine1205,2026-02,1239,1239,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Jade1607,2026-02,348051,348051,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Ruby1806,2026-02,12602.93,12815.71,212.78,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl708-E,2026-02,54.06,54.78,0.72,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl1003-E,2026-02,110.47,116.37,5.9,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal107,2026-02,12.39,13.16,0.77,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum803-D,2026-02,976507,976530,23,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst1008,2026-02,98.89,105.22,6.33,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum1702,2026-02,94711,95332,621,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Amethyst1109,2026-02,11025.94,11164.29,138.35,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby209,2026-02,45.5,50.11,4.61,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,RubyG09,2026-02,32.23,35.95,3.72,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal1707-F,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise1205,2026-02,114.33,119.34,5.01,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine1505,2026-02,89.13,91.16,2.03,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal1708-F,2026-02,276.33,281.1,4.77,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Argentum1804-D,2026-02,12645.83,12740.14,94.31,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Pearl1204-E,2026-02,953722,962038,8316,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Pearl209-E,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise201,2026-02,29312.1,29634.63,322.53,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Jade1003,2026-02,178.98,181.23,2.25,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Jade1909,2026-02,572374,589149,16775,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl105-E,2026-02,52.43,59.79,7.36,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl1607-E,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal210-F,2026-02,308795,330713,21918,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal504-F,2026-02,88412,89421,1009,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum606-D,2026-02,38212,57746,19534,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst909,2026-02,160.2,164.16,3.96,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum704,2026-02,7051,7051,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum1106,2026-02,164460,167355,2895,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Gas,Platinum302,2026-02,88963,88963,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Gas,Platinum102,2026-02,70274,70274,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Gas,Platinum309,2026-02,72616,72616,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Electricity,Amethyst1410,2026-02,23733.93,24132.65,398.72,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby406,2026-02,111.28,114.69,3.41,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby210,2026-02,98.89,112.23,13.34,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine1402,2026-02,13637.69,13734.62,96.93,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby1902,2026-02,119248,125116,5868,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby310,2026-02,38283,47030,8747,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal804-F,2026-02,26.63,26.66,0.03,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal1805-F,2026-02,315.55,319.4,3.85,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine1406,2026-02,59.51,61.6,2.09,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Argentum809-D,2026-02,5200.36,5336.25,135.89,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Pearl1508-E,2026-02,88362,88927,565,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal706,2026-02,9739.1,9894.73,155.63,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Argentum1707-D,2026-02,4.89,19.47,14.58,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Jade201,2026-02,1093613,1114305,20692,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Jade1110,2026-02,352688,352688,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,JadeG007,2026-02,1395374,1409705,14331,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl1609-E,2026-02,25156.3,25287.66,131.36,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl1805-E,2026-02,28831.49,28966.28,134.79,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal1602-F,2026-02,224612,224907,295,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise1710,2026-02,197208,203688,6480,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise506,2026-02,402053,409729,7676,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal101,2026-02,13.32,20.58,7.26,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
